Ticker,Weight
A,
HWM,
AAPL,
COR,
ABT,
CB,
ACGL,
ACN,
ADBE,
ADI,
ADM,
ADP,
ADSK,
AEE,
AEP,
AES,
AFL,
AIG,
AIZ,
AJG,
AKAM,
ALB,
ALGN,
ALL,
AMAT,
PLD,
AMD,
AME,
AMGN,
AMT,
AMZN,
AON,
AOS,
APA,
APD,
APH,
ARE,
ATO,
AVB,
AVY,
IVZ,
AXP,
AZO,
BA,
BAC,
BAX,
TFC,
BBY,
BDX,
BEN,
WRB,
BF-B,
BG,
BKR,
BIIB,
BK,
BLK,
BALL,
BMY,
BRK-B,
BRO,
BSX,
BXP,
C,
CAG,
CAH,
CAT,
CBRE,
CCI,
CCL,
CDNS,
FIS,
CHD,
CHRW,
CI,
CINF,
CL,
CLX,
CMCSA,
CME,
CMI,
CMS,
CNC,
CNP,
COF,
CTRA,
TPR,
COO,
COP,
COST,
CPB,
CPRT,
CPT,
CRL,
CRM,
CSGP,
CSX,
CTAS,
CTSH,
CVS,
CVX,
D,
DE,
DECK,
DGX,
DHI,
DHR,
DIS,
DLR,
DLTR,
DOV,
DPZ,
DRI,
DTE,
DUK,
DVA,
DVN,
EBAY,
ECL,
ED,
EFX,
EIX,
EL,
EME,
EMR,
EOG,
EQIX,
EQR,
EQT,
ERIE,
EA,
ESS,
ETN,
ETR,
EW,
EXC,
EXPD,
EXR,
F,
FAST,
FCX,
FDS,
FDX,
FE,
FFIV,
FICO,
FISV,
FITB,
NEE,
FRT,
GD,
GE,
GILD,
GIS,
GLW,
GOOGL,
GPC,
GPN,
GRMN,
GS,
GWW,
HAL,
MNST,
HAS,
HBAN,
WELL,
DOC,
HD,
HIG,
HST,
HOLX,
HON,
HPQ,
HRL,
LHX,
HSIC,
HSY,
HUBB,
HUM,
IBM,
IDXX,
IEX,
IFF,
INCY,
INTC,
INTU,
IP,
TT,
IRM,
ISRG,
IT,
ITW,
JBHT,
JBL,
J,
JKHY,
JNJ,
JPM,
K,
KEY,
MDLZ,
KIM,
KLAC,
KMB,
KO,
KR,
LEN,
LH,
LII,
LKQ,
LLY,
LMT,
LNT,
LOW,
LRCX,
L,
LUV,
LVS,
MAA,
MAR,
MAS,
MCD,
MCHP,
MCK,
MCO,
MDT,
MET,
MHK,
SPGI,
MKC,
MLM,
MMC,
MMM,
MO,
MOH,
MOS,
MSI,
MPWR,
MRK,
MSFT,
MTB,
MTD,
MU,
MS,
VTRS,
NDSN,
NEM,
NFLX,
NI,
NKE,
NOC,
NRG,
NSC,
NTAP,
NTRS,
ES,
NUE,
NVDA,
NVR,
O,
ODFL,
OKE,
OMC,
ON,
ORCL,
ORLY,
OXY,
PAYX,
PCAR,
PCG,
BKNG,
PEG,
PEP,
PFE,
PFG,
PG,
PGR,
PH,
PHM,
PKG,
RVTY,
PTC,
PNC,
PNR,
PNW,
POOL,
PPG,
PPL,
PRU,
PSA,
PWR,
QCOM,
RCL,
EG,
REG,
REGN,
RF,
RJF,
RL,
RMD,
ROK,
ROL,
ROP,
ROST,
RSG,
SBAC,
T,
SBUX,
SCHW,
SHW,
SJM,
SLB,
SNA,
SNPS,
SO,
SPG,
SRE,
TRV,
STLD,
STT,
STX,
STZ,
SWK,
SWKS,
SYK,
GEN,
SYY,
AXON,
TDY,
TECH,
TER,
TGT,
TJX,
GL,
TMO,
TPL,
TRMB,
TROW,
TSCO,
TSN,
TTWO,
TXN,
TXT,
JCI,
TYL,
UDR,
UHS,
UNH,
UNP,
UPS,
URI,
USB,
RTX,
VLO,
VMC,
VRSN,
VRTX,
VTR,
VZ,
WAB,
WAT,
WDC,
WEC,
WFC,
ELV,
WMB,
WM,
WMT,
EVRG,
WTW,
WSM,
WST,
TKO,
WY,
WYNN,
XEL,
XOM,
YUM,
ZBRA,
ZBH,
TAP,
DXCM,
CSCO,
MGM,
NDAQ,
BLDR,
WBD,
EXPE,
CF,
AMP,
ICE,
PSKY,
LYV,
CMG,
UAL,
TDG,
MA,
LDOS,
FSLR,
BR,
SMCI,
TMUS,
DAL,
IBKR,
TEL,
LULU,
ULTA,
MSCI,
PM,
V,
SW,
AWK,
KDP,
AVGO,
BX,
PODD,
VRSK,
DG,
FTNT,
CHTR,
GNRC,
LYB,
CBOE,
TSLA,
KKR,
NXPI,
GM,
TRGP,
CPAY,
KMI,
HCA,
HII,
APO,
MPC,
XYL,
APTV,
EPAM,
PSX,
META,
NOW,
PANW,
WDAY,
FANG,
ABBV,
NCLH,
ZTS,
IQV,
NWSA,
NWS,
CDW,
ALLE,
HLT,
GOOG,
PAYC,
ANET,
SYF,
CFG,
KEYS,
GDDY,
KHC,
PYPL,
XYZ,
HPE,
MTCH,
STE,
FTV,
VST,
TTD,
LW,
INVH,
IR,
DD,
VICI,
DAY,
LIN,
MRNA,
DELL,
FOX,
FOXA,
DOW,
UBER,
CTVA,
CRWD,
AMCR,
DDOG,
OTIS,
CARR,
PLTR,
ABNB,
DASH,
EXE,
COIN,
APP,
HOOD,
CEG,
GEHC,
KVUE,
VLTO,
GEV,
SOLV,
